Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2vDPSojrX4aL7aiCPD7kja,"Harukamirai","Iroirotoiro","KANKAKU PIERO",2018-02-21,177106,64,false,scjo4o2kz9o5tj44pzr24cqzo,2022-02-15T10:42:09Z,"anime,j-rock","JIJI INC.",0.459,0.99,9,-1.083,1,0.128,0.0102,0.00000498,0.307,0.458,91.006,4
spotify:track:7K2YGhLjYz58iIMwLx31Th,"ADAMAS - LEO-NiNE ver.","LEO-NiNE","LiSA",2020-10-14,223680,32,false,scjo4o2kz9o5tj44pzr24cqzo,2022-06-04T18:57:51Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.53,0.987,6,-2.258,0,0.125,0.00157,0.0000427,0.31,0.415,95.492,4
spotify:track:17VP4tofJ3evJbtY8Tk1Qi,"il vento d'oro","JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture","Yugo Kanno",2018-12-19,295575,64,false,scjo4o2kz9o5tj44pzr24cqzo,2022-08-01T16:29:46Z,"anime","ワーナー ブラザース ジャパン",0.491,0.915,11,-4.834,1,0.143,0.00652,0.125,0.0906,0.582,134.947,4
spotify:track:7moI0CrJbEA3uIGnfcJJAv,"頭ん中DEAD END（unknown Vo：10fu）","頭ん中DEAD END（unknown Vo：10fu）","レトベア",2022-07-10,193822,29,false,scjo4o2kz9o5tj44pzr24cqzo,2022-08-02T10:32:48Z,"anime","FlyingDog",0.748,0.914,8,-2.653,0,0.0712,0.0267,0.0000163,0.341,0.815,141.956,4
spotify:track:5f9RyYycXAdDHNJvmCnPgh,"Drown","eyes","milet",2020-06-03,214373,54,false,scjo4o2kz9o5tj44pzr24cqzo,2022-09-28T16:56:06Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.436,0.61,9,-4.212,0,0.033,0.01,0.000129,0.349,0.353,179.921,4
spotify:track:0Llbfz84JN3LgAO3E84K79,"Wild Side (From ""Beastars"")","Wild Side (From ""Beastars"")","We.B",2020-11-26,155951,0,false,scjo4o2kz9o5tj44pzr24cqzo,2022-09-28T16:56:47Z,"","We.B",0.689,0.819,0,-9.104,0,0.0706,0.111,0,0.311,0.755,134.04,4
spotify:track:6qWEpnyU43Bcrx3vfbGuVm,"Touch You","アニメ『ヤリチン☆ビッチ部』主題歌「Touch You」","遠野高志;加島優;矢口恭介;ジミー;百合絢斗;田村唯;明美圭一;糸目幸士郎;鹿谷樹",2018-08-15,206180,69,false,scjo4o2kz9o5tj44pzr24cqzo,2022-09-28T16:57:07Z,"anime","TOHO animation RECORDS",0.603,0.964,8,-2.886,0,0.0487,0.00655,0.00000304,0.143,0.796,135.028,4
spotify:track:3hRqmUI4Mzh5h0drGk24AF,"WINNER","WINNER","仲村宗悟",2022-10-16,212425,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-01-01T20:33:23Z,"anime","Lantis",0.641,0.723,10,-8.586,0,0.042,0.0253,0.00000157,0.159,0.842,91.133,4
spotify:track:0lPfqcI3A8gQ9971nXxgq6,"カオスが極まる","カオスが極まる","UNISON SQUARE GARDEN",2022-10-19,230586,53,false,scjo4o2kz9o5tj44pzr24cqzo,2023-01-01T20:33:31Z,"anime,j-rock,j-pop","Toy's Factory",0.435,0.963,2,-3.581,1,0.233,0.00641,0,0.315,0.251,97.545,4
spotify:track:6ZRxnIHvjN0qTVRwz3PLtO,"Smells Blood","DEVILMAN crybaby (Original Soundtrack)","kensuke ushio",2018-01-10,109280,60,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:14:40Z,"anime","Aniplex Inc.",0.641,0.598,4,-8.485,0,0.0426,0.000586,0.863,0.121,0.161,109.999,4
spotify:track:3yBeQAxk5Jb6bzvUpqu5qX,"Paradise","Paradise","Rude-α",2021-01-10,173626,52,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:14:57Z,"anime,j-pop","Sony Music Labels Inc.",0.554,0.964,4,-3.054,0,0.134,0.00216,0,0.109,0.897,161.013,4
spotify:track:3VrKkcEm7RYXBI9RLv7SL7,"冬のはなし","gift","ギヴン",2020-08-26,208906,65,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:16:16Z,"anime,j-pop","Sony Music Labels Inc.",0.447,0.973,5,-1.447,1,0.0728,0.000851,0,0.307,0.383,134.914,4
spotify:track:1ZBhrIxwuiDVB0NDkyekgN,"るるちゃんの自殺配信","児童カルテ","Shinsei Kamattechan",2019-11-01,239255,53,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:16:50Z,"anime","WM Japan",0.357,0.873,0,-4.59,0,0.0375,0.00233,0.00000157,0.229,0.858,198.156,4
spotify:track:6MCjmGYlw6mQVWRFVgBRvB,"夜に駆ける","THE BOOK","YOASOBI",2021-01-06,258840,71,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:18:16Z,"j-pop,anime","YOASOBI",0.663,0.871,8,-5.287,1,0.03,0.00299,0.0000018,0.337,0.826,130.025,4
spotify:track:3khEEPRyBeOUabbmOPJzAG,"KICK BACK","KICK BACK","Kenshi Yonezu",2022-10-12,193495,75,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:19:24Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.577,0.941,1,-5.17,1,0.105,0.00207,0.00000336,0.0891,0.292,101.921,4
spotify:track:2Ki75pelh5CN76epdEEmgk,"BAKU","WHO?","Ikimonogakari",2021-03-31,227706,40,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:19:49Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.638,0.945,1,-3.348,0,0.0411,0.0727,0,0.0957,0.756,113.988,4
spotify:track:543jStmHR1VrSfpxmjUIn6,"フィクション","Chime","sumika",2019-03-13,230760,59,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:20:43Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.658,0.94,2,-2.427,1,0.0339,0.144,0,0.101,0.694,122.992,4
spotify:track:7md7CglfYIdzVPco9bdQMy,"Zenzenzense - movie ver.","Your Name. (Deluxe Edition / Original Motion Picture Soundtrack)","RADWIMPS",2017-01-27,284400,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:22:10Z,"anime,j-pop,j-rock","Universal Music Group",0.343,0.903,11,-4.015,1,0.144,0.000405,0,0.0868,0.62,189.786,4
spotify:track:1fPWFs6GjcSXknQKa6YKIh,"The Perfect World","B: The Beginning THE IMAGE ALBUM","Marty Friedman;Jean-Ken Johnny;KenKen",2018-03-07,296724,42,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:22:23Z,"neoklassiek","cutting edge",0.545,0.96,1,-4.867,0,0.171,0.0127,0,0.368,0.183,119.957,4
spotify:track:3Qy7j6GkdY3ycf3E7dxfpJ,"空と虚","空と虚","sasanomaly",2021-09-08,221304,47,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:23:09Z,"anime,vocaloid,j-pop","Sony Music Labels Inc.",0.671,0.756,5,-5.046,0,0.0302,0.00502,0.00361,0.322,0.848,103.987,4
spotify:track:7F3R31tU4vNWrdsjNrURQX,"Bokurano","Bokurano","Eve",2023-01-08,212708,58,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:23:20Z,"anime,j-pop,j-rock,vocaloid,japanse indie","TOY'S FACTORY",0.443,0.841,1,-5.245,1,0.0813,0.00105,0,0.177,0.526,182.971,4
spotify:track:37vujUbX37xoBmwoddMYck,"FightSong","FightSong","Eve",2022-12-28,208964,55,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:23:41Z,"anime,j-pop,j-rock,vocaloid,japanse indie","TOY'S FACTORY",0.507,0.966,6,-4.046,1,0.0952,0.000382,0.00000126,0.349,0.752,125.913,4
spotify:track:7tmRSzIL7JNYnIXCLTY1zF,"Phantom Joke","Patrick Vegee","UNISON SQUARE GARDEN",2020-09-30,241946,35,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:25:42Z,"anime,j-rock,j-pop","TOY'S FACTORY",0.492,0.972,10,-3.273,1,0.113,0.000374,0,0.34,0.765,99.961,4
spotify:track:3k64vNcgYPkETG7TNgpW4o,"裸の勇者","裸の勇者","Vaundy",2022-01-07,201973,61,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:26:34Z,"j-pop,japanse indie,j-rock,anime","Sony Music Labels Inc.",0.442,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435,163.032,4
spotify:track:6k0X05danQOXSBTVek5DU1,"The Rumbling","The Rumbling","SiM",2022-02-07,220799,70,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:26:43Z,"anime,j-rock","PONY CANYON INC.",0.459,0.878,5,-1.399,0,0.0688,0.0000562,0.000307,0.371,0.494,144.852,4
spotify:track:2UkcZV07LP39NQg9tGBvnh,"ばかじゃないのに","ばかじゃないのに","ZUTOMAYO",2021-07-04,256439,43,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:27:28Z,"j-pop,j-rock,anime,japanse indie","Universal Music LLC",0.676,0.937,9,-3.545,0,0.083,0.17,0.00000635,0.341,0.739,150.974,4
spotify:track:1VTQWqFuk3ZOwk8itatj7k,"The Gong of Knockout","The Gong of Knockout","Fear, and Loathing in Las Vegas",2019-06-08,210345,34,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:27:47Z,"anime,j-rock","WM Japan",0.197,0.994,8,-1.721,1,0.324,0.000193,0.00000238,0.139,0.197,179.937,4
spotify:track:3KhwEuqLNjHfsKaBDo1yVh,"Boku no Sensou","Boku no Sensou","Shinsei Kamattechan",2021-02-22,280466,62,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:28:31Z,"anime","PONY CANYON INC.",0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,4
spotify:track:06XQvnJb53SUYmlWIhUXUi,"怪物","怪物","YOASOBI",2021-01-06,206000,67,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:28:57Z,"j-pop,anime","YOASOBI",0.627,0.824,1,-3.419,1,0.118,0.0699,0.0000657,0.31,0.774,169.935,4
spotify:track:7LVsLHXVLscS5xY7q50TLT,"Koko de Iki wo Shite","Koko de Iki wo Shite","eill",2021-04-09,216672,43,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:30:03Z,"j-pop,j-r&b,anime,japanse indie","PONY CANYON INC.",0.671,0.76,8,-2.852,1,0.057,0.0639,0,0.124,0.796,107.007,4
spotify:track:08oH4bSxeZ5KxZOGjJkwRK,"Dororo","Dororo / Liberated Zone","ASIAN KUNG-FU GENERATION",2019-05-15,161453,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:30:19Z,"j-rock,anime,j-pop","Sony Music Labels Inc.",0.583,0.746,11,-5.557,0,0.0336,0.000364,0.000977,0.0739,0.513,92.542,4
spotify:track:4k5g6HNKtrWbYDllw2Dyp0,"足跡","足跡","the peggies",2021-03-28,227973,50,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:30:28Z,"anime,j-rock,j-pop,japanse indie","Sony Music Labels Inc.",0.388,0.791,9,-2.25,1,0.0358,0.00077,0.0000241,0.116,0.775,163.943,4
spotify:track:3Uh5R8BfB0iSZSlgA7JdhV,"Kaen - From ""Dororo""","Kaen (From ""Dororo"")","Shayne Orok",2019-01-31,88588,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:32:16Z,"anime","Shayne Orok",0.497,0.877,2,-6.119,1,0.181,0.00972,0,0.372,0.366,169.991,4
spotify:track:1FNHnj59xiQ7EFMOJBhLcp,"Dramaturgy","bunka","Eve",2017-12-20,238180,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:33:07Z,"anime,j-pop,j-rock,vocaloid,japanse indie","harapeco records",0.589,0.901,3,-1.733,0,0.0876,0.0188,0,0.159,0.702,149.05,4
spotify:track:5no7mcSWpXEiA9TfsOcIEd,"お願いマッスル","TVアニメ「ダンベル何キロ持てる？」OPテーマ「お願いマッスル」/EDテーマ「マッチョアネーム？」","紗倉ひびき(CV:ファイルーズあい);街雄鳴造(CV:石川界人)",2019-07-24,220865,45,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:33:22Z,"anime","KADOKAWA",0.725,0.959,5,-1.02,0,0.0438,0.071,0.0000961,0.347,0.873,132.05,4
spotify:track:2s5xz9kOCcdwLSpM2ygl9l,"HEKIREKI","new dawn","LAST ALLIANCE",2009-03-04,249346,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:34:55Z,"j-rock,anime,visual kei","VAP",0.549,0.98,10,-1.946,1,0.137,0.00235,0.000755,0.176,0.421,130.037,4
spotify:track:6jZBvlt3xG6gdPh1vFMBhs,"航海の唄","About a Voyage (My Hero Academia Ending Theme Song) [World Edition]","Sayuri",2019-11-29,284133,46,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:35:08Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.359,0.949,6,-0.413,0,0.0841,0.0124,0.00511,0.0352,0.302,180.025,4
spotify:track:6ylRKDPOe41x4Gi8c00ulP,"oath sign","LOVER""S""MiLE","LiSA",2012-02-22,250800,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:36:01Z,"anime,j-pop,j-rock","Aniplex Inc.",0.528,0.935,6,-1.114,0,0.0678,0.0705,0,0.326,0.55,152.06,4
spotify:track:3xQBvKxm8mdy9OBLiJDcwB,"ブラッドサーキュレーター","Best Hit AKG 2 (2012-2018)","ASIAN KUNG-FU GENERATION",2018-03-28,222826,1,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-08T14:36:11Z,"j-rock,anime,j-pop","Sony Music Labels Inc.",0.384,0.975,0,-2.854,1,0.123,0.0494,0,0.331,0.298,180.97,4
spotify:track:3x4378ztiLvFmm2nuzEI0C,"The Cruel Angel's Thesis (Director's Edit Version)","NEON GENESIS EVANGELION (Original Series Soundtrack)","高橋　洋子",2019-06-21,245093,64,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-23T17:49:48Z,"city pop,anime","Masterworks",0.646,0.677,0,-9.477,0,0.0432,0.0337,0.000002,0.13,0.588,128.125,4
spotify:track:5WQAussByRFjUWYQDowtHE,"スカー","スカー","Tatsuya Kitani",2022-10-18,259191,54,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-23T17:54:31Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.411,0.955,1,-3.324,1,0.245,0.00704,0,0.371,0.41,193.021,4
spotify:track:4xeWELPxBZKhhCrUr84jmp,"DADDY ! DADDY ! DO !","ALL TIME ROCK 'N' ROLL","Masayuki Suzuki;鈴木愛理",2020-04-15,254640,64,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-23T18:22:53Z,"anime,j-pop,kayokyoku,city pop","Sony Music Labels Inc.",0.684,0.815,8,-3.826,0,0.0496,0.322,0,0.12,0.819,138.104,4
spotify:track:2C7DrdqoU4U7Wc0vZRVi21,"ぼなぺてぃーと▽S","ぼなぺてぃーと▽S／デタラメなマイナスとプラスにおけるブレンド考","ブレンド・A",2017-11-22,255040,47,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-23T18:48:49Z,"anime","Aniplex Inc.",0.624,0.951,5,-2.899,1,0.17,0.136,0.0000171,0.296,0.636,152.047,4
spotify:track:1ylnqO4n7fgBRYz8AD6tdH,"Flashback","SAMURAI SESSIONS vol.2","MIYAVI;Ken Ken",2017-11-08,180426,55,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-23T18:49:27Z,"j-rock,visual kei,anime","Universal Music LLC",0.595,0.984,7,-3.135,0,0.253,0.000652,0.00000967,0.434,0.405,140.077,4
spotify:track:5bsGv6kAydbH8VTW0xup9D,"RESISTER","百歌繚乱","ASCA",2019-11-06,227080,55,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-26T22:44:48Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.483,0.946,8,-3.059,1,0.0906,0.00997,0,0.141,0.4,91.497,4
spotify:track:5vaJU5vIRhx6d6lgyYR1Bb,"Resolution","Resolution","Haruka Tomatsu",2019-10-13,290233,49,false,scjo4o2kz9o5tj44pzr24cqzo,2023-02-28T00:12:40Z,"anime,j-pop","MusicRay'n Inc.",0.529,0.981,7,-1.278,1,0.131,0.15,0,0.401,0.501,97.583,4
spotify:track:0jpP8AlQLVtaMwA3vQYpYB,"青春コンプレックス","青春コンプレックス","結束バンド",2022-10-09,205133,55,false,scjo4o2kz9o5tj44pzr24cqzo,2023-03-25T19:14:09Z,"j-rock,anime,j-pop","Aniplex Inc.",0.37,0.939,7,-2.056,0,0.12,0.00165,0.00000214,0.148,0.463,190.066,4
spotify:track:4UPR9dSw2YcvJQAGJKPwCk,"ファティマ","ファティマ(TVアニメ「シュタインズ・ゲート ゼロ」OPテーマ)","いとうかなこ",2018-04-25,246186,52,false,scjo4o2kz9o5tj44pzr24cqzo,2023-05-10T15:00:36Z,"anime,j-rock","5pb.Records",0.362,0.926,1,-3.532,0,0.0622,0.000273,0.00373,0.258,0.673,178.991,4
spotify:track:7eITsVSfN8kKAxT35hoKF2,"The Gong of Knockout","HYPERTOUGHNESS","Fear, and Loathing in Las Vegas",2019-12-04,210345,44,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T09:54:23Z,"anime,j-rock","WM Japan",0.197,0.994,8,-1.721,1,0.324,0.000193,0.00000238,0.139,0.197,179.937,4
spotify:track:7lP713bUiokrSjRcztjzgp,"落書きペイジ","落書きペイジ","KANKAKU PIERO",2019-02-04,205610,0,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T09:56:20Z,"anime,j-rock","JIJI INC.",0.222,0.98,1,-0.627,1,0.167,0.0047,0.0706,0.228,0.268,184.112,4
spotify:track:64yajM6CxtLghmgB53VeXT,"インフェルノ","インフェルノ","Mrs. GREEN APPLE",2019-07-18,212546,69,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T09:56:59Z,"j-pop,j-rock,anime","Universal Music LLC",0.529,0.93,4,-1.538,1,0.0588,0.00955,0,0.465,0.694,92.463,4
spotify:track:5uraJqtCBvLpwt3VeomZdq,"Shinzo wo Sasageyo !","Shingeki no Kiseki","Linked Horizon",2017-05-17,341413,68,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T09:58:01Z,"anime,j-pop","PONY CANYON INC.",0.44,0.983,0,-4.36,1,0.0868,0.22,0,0.26,0.203,159.968,4
spotify:track:6wZcefZGc6vrd3zLCQoOYe,"空に歌えば","Chihou Toshi No Memento Mori","amazarashi",2017-12-13,217626,1,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T09:58:50Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.594,0.951,6,-1.339,0,0.0696,0.0142,0.00000118,0.0965,0.641,102.04,4
spotify:track:3Gj9gaVfc3HHyqcIFaSa70,"インフィニティ","インフィニティ","Yuuri",2021-01-23,245853,51,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T10:01:44Z,"j-pop","Sony Music Labels Inc.",0.555,0.66,2,-5.193,1,0.0531,0.228,0,0.215,0.786,177.999,4
spotify:track:6jBNUlTbv3fyn5t4izsdMa,"again","Green Garden Pop","YUI",2012-12-05,255213,1,false,scjo4o2kz9o5tj44pzr24cqzo,2023-07-11T10:01:54Z,"anime,j-pop,j-rock","Sony Music Records",0.62,0.836,4,-4.27,0,0.0354,0.0427,0,0.337,0.546,140.073,4
spotify:track:5blG2vXcJC2n9l3rb5sCOr,"燈","燈","Soushi Sakiyama",2023-07-07,238720,64,false,scjo4o2kz9o5tj44pzr24cqzo,2023-08-19T15:03:06Z,"anime,j-pop","Sony Music Labels Inc.",0.671,0.677,5,-4.849,1,0.0381,0.294,0,0.236,0.665,127.08,4
spotify:track:12usPU2WnqgCHAW1EK2dfd,"青のすみか","青のすみか","Tatsuya Kitani",2023-07-07,196466,74,false,scjo4o2kz9o5tj44pzr24cqzo,2023-08-19T15:03:13Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.479,0.898,1,-4.809,1,0.169,0.0134,0,0.297,0.639,151.99,4
spotify:track:0kdqcbwei4MDWFEX5f33yG,"Bling-Bang-Bang-Born","Bling-Bang-Bang-Born","Creepy Nuts",2024-01-07,168135,75,false,scjo4o2kz9o5tj44pzr24cqzo,2024-01-16T00:01:39Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,4
spotify:track:7v8wKvNQQIxkugCFFjrkaO,"残響散歌","残響散歌","Aimer",2021-12-06,184898,69,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:00:48Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4
spotify:track:5ORPYXJKlpHWIdceavSGrL,"遥か彼方","BEST HIT AKG","ASIAN KUNG-FU GENERATION",2012-01-18,243346,67,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:00:56Z,"j-rock,anime,j-pop","Sony Music Labels Inc.",0.308,0.955,4,-3.763,1,0.111,0.0000239,0.113,0.166,0.237,174.991,4
spotify:track:0GWNtMohuYUEHVZ40tcnHF,"SPECIALZ","SPECIALZ","King Gnu",2023-09-01,238986,75,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:01:31Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.566,0.85,6,-4.431,0,0.0599,0.0663,0,0.319,0.722,117.048,4
spotify:track:2vjY3jGKElvqXoaGNEuYef,"怪物","THE BOOK 2","YOASOBI",2021-12-01,205480,67,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:01:42Z,"j-pop,anime","YOASOBI",0.598,0.847,1,-2.54,1,0.205,0.0655,0.0000992,0.307,0.728,169.959,4
spotify:track:7dbR922LJxUW3tXNw29VsS,"INSIDE IDENTITY","Parallel of Crescentic Lab.","ZAQ",2014-04-16,262626,37,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:02:03Z,"anime,j-pop,j-rock","Lantis",0.519,0.983,11,-2.818,0,0.114,0.0448,0,0.332,0.417,92.972,4
spotify:track:7ovUcF5uHTBRzUpB6ZOmvt,"アイドル","アイドル","YOASOBI",2023-04-12,213233,73,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:02:13Z,"j-pop,anime","YOASOBI",0.574,0.935,1,-2.783,1,0.0926,0.112,0.00000107,0.367,0.836,166.008,4
spotify:track:2hXPmiqKdXcbV0L1VKnTDN,"最高到達点","最高到達点","SEKAI NO OWARI",2023-09-17,227469,63,false,scjo4o2kz9o5tj44pzr24cqzo,2024-07-05T14:04:28Z,"j-pop,anime","Universal Music LLC",0.647,0.959,6,-3.835,1,0.0477,0.0737,0,0.0683,0.807,132.002,4
spotify:track:1GCAwGE7SOnNRpDRSw3TCZ,"Hazure","Hazure","Chogakusei",2024-07-05,198258,33,false,scjo4o2kz9o5tj44pzr24cqzo,2024-09-13T16:05:26Z,"vocaloid,j-pop","PONY CANYON INC.",0.488,0.941,8,-4.405,1,0.335,0.0347,0,0.657,0.455,170.046,4
spotify:track:6KYOlIwDHbrbeBbJEtQ0Fj,"オトノケ - Otonoke","オトノケ - Otonoke","Creepy Nuts",2024-10-04,185626,75,false,scjo4o2kz9o5tj44pzr24cqzo,2024-10-08T18:26:58Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.517,0.842,1,-6.905,1,0.348,0.062,0.0575,0.158,0.643,169.745,4
spotify:track:7McCOOQG8GQtngK2Obh0Ts,"chAngE","guitarissimo","miwa",2011-04-06,249746,56,false,scjo4o2kz9o5tj44pzr24cqzo,2024-11-20T02:01:38Z,"j-pop,anime","Sony Music Labels Inc.",0.442,0.973,7,-2.01,1,0.156,0.0268,0,0.108,0.635,164.852,4
